,Unnamed: 0,Unnamed: 1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
4,4,Beetroot, 1, 7,2016-6-1
5,5,Bellary / Big Onion, 1, 20,2016-6-1
6,6,Cauliflower, 1 Flower, 15,2016-6-1
7,7,Small Onion / Chinna Vengayam, 1, 37,2016-6-1
8,8,Chaw Chaw, 1, 27,2016-6-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 17,2016-6-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2016-6-1
11,11,Cluster Beans / Kothavarai, 1, 20,2016-6-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-6-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-6-1
14,14,Radish / Mullangi, 1, 7,2016-6-1
15,15,Drumstick / Murungai Chedi, 1, 43,2016-6-1
16,16,Drumstick / Murungai Maram, 1, 40,2016-6-1
17,17,Nelli Kai, 1, 23,2016-6-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-6-1
19,19,Perkangkai, 1, 20,2016-6-1
20,20,Snake Guard / Pudalai, 1, 10,2016-6-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-6-1
22,22,Sambar Vellari, 1, 10,2016-6-1
23,23,Bottle gourd / Suraikai, 1, 6,2016-6-1
24,24,Tomato / Thakkali, 1, 35,2016-6-1
25,25,Thatta payaru, 1, 35,2016-6-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-6-1
27,27,Lemon / Elumbichai, 1, 100,2016-6-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-9-1
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016-9-1
2,2,Avarai ottu, 1, –,2016-9-1
3,3,Beans, 1, 30,2016-9-1
4,4,Beetroot, 1, 10,2016-9-1
5,5,Bellary / Big Onion, 1, 20,2016-9-1
6,6,Cauliflower, 1 Flower, 13,2016-9-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-9-1
8,8,Chaw Chaw, 1, 20,2016-9-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 15,2016-9-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016-9-1
11,11,Cluster Beans / Kothavarai, 1, 8,2016-9-1
12,12,Samba Chilli / Milagai Samba, 1, 20,2016-9-1
13,13,Round Chilli / Milagai Urundai, 1, 20,2016-9-1
14,14,Radish / Mullangi, 1, 9,2016-9-1
15,15,Drumstick / Murungai Chedi, 1, 20,2016-9-1
16,16,Drumstick / Murungai Maram, 1, 16,2016-9-1
17,17,Nelli Kai, 1, 23,2016-9-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-9-1
19,19,Perkangkai, 1, 18,2016-9-1
20,20,Snake Guard / Pudalai, 1, 10,2016-9-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 4,2016-9-1
22,22,Sambar Vellari, 1, 3,2016-9-1
23,23,Bottle gourd / Suraikai, 1, 4,2016-9-1
24,24,Tomato / Thakkali, 1, 4,2016-9-1
25,25,Thatta payaru, 1, 20,2016-9-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-9-1
27,27,Lemon / Elumbichai, 1, 90,2016-9-1
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 22,2016-11-16
1,Beans Kolee / Avarai Kolee, 1, 20,2016-11-16
2,Avarai ottu, 1, –,2016-11-16
3,Beans, 1, 30,2016-11-16
4,Beetroot, 1, 6,2016-11-16
5,Bellary / Big Onion, 1, 15,2016-11-16
6,Cauliflower, 1 Flower, 16,2016-11-16
7,Small Onion / Chinna Vengayam, 1, 22,2016-11-16
8,Chaw Chaw, 1, 4,2016-11-16
9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-11-16
10,Green Brinjal / Kaththari Kai Pachai, 1, 12,2016-11-16
11,Cluster Beans / Kothavarai, 1, 15,2016-11-16
12,Samba Chilli / Milagai Samba, 1, 13,2016-11-16
13,Round Chilli / Milagai Urundai, 1, 13,2016-11-16
14,Radish / Mullangi, 1, 7,2016-11-16
15,Drumstick / Murungai Chedi, 1, 22,2016-11-16
16,Drumstick / Murungai Maram, 1, 15,2016-11-16
17,Nelli Kai, 1, 20,2016-11-16
18,Bitter Gourd / Pakar kai, 1, –,2016-11-16
19,Perkangkai, 1, 15,2016-11-16
20,Snake Guard / Pudalai, 1, 4,2016-11-16
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-11-16
22,Sambar Vellari, 1, 7,2016-11-16
23,Bottle gourd / Suraikai, 1, 3,2016-11-16
24,Tomato / Thakkali, 1, 3,2016-11-16
25,Thatta payaru, 1, 17,2016-11-16
26,Lady’s Finger / Venda Kai, 1, 8,2016-11-16
27,Lemon / Elumbichai, 1, 70,2016-11-16
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-1-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-1-1
2,2,Avarai ottu, 1, –,2016-1-1
3,3,Beans, 1, 55,2016-1-1
4,4,Beetroot, 1, 7,2016-1-1
5,5,Bellary / Big Onion, 1, 35,2016-1-1
6,6,Cauliflower, 1 Flower, 17,2016-1-1
7,7,Small Onion / Chinna Vengayam, 1, 35,2016-1-1
8,8,Chaw Chaw, 1, 18,2016-1-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016-1-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2016-1-1
11,11,Cluster Beans / Kothavarai, 1, 18,2016-1-1
12,12,Samba Chilli / Milagai Samba, 1, 40,2016-1-1
13,13,Round Chilli / Milagai Urundai, 1, 50,2016-1-1
14,14,Radish / Mullangi, 1, 8,2016-1-1
15,15,Drumstick / Murungai Chedi, 1, 68,2016-1-1
16,16,Drumstick / Murungai Maram, 1, 68,2016-1-1
17,17,Nelli Kai, 1, 22,2016-1-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-1-1
19,19,Perkangkai, 1, 22,2016-1-1
20,20,Snake Guard / Pudalai, 1, 20,2016-1-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 7,2016-1-1
22,22,Sambar Vellari, 1, 10,2016-1-1
23,23,Bottle gourd / Suraikai, 1, 20,2016-1-1
24,24,Tomato / Thakkali, 1, 38,2016-1-1
25,25,Thatta payaru, 1, 30,2016-1-1
26,26,Lady’s Finger / Venda Kai, 1, 27,2016-1-1
27,27,Lemon / Elumbichai, 1, 70,2016-1-1
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 18,2016-12-16
1,Beans Kolee / Avarai Kolee, 1, 18,2016-12-16
2,Avarai ottu, 1, –,2016-12-16
3,Beans, 1, 20,2016-12-16
4,Beetroot, 1, 7,2016-12-16
5,Bellary / Big Onion, 1, 13,2016-12-16
6,Cauliflower, 1 Flower, 17,2016-12-16
7,Small Onion / Chinna Vengayam, 1, 15,2016-12-16
8,Chaw Chaw, 1, 5,2016-12-16
9,Disco Brinjal / Kaththari kai Disco, 1, 14,2016-12-16
10,Green Brinjal / Kaththari Kai Pachai, 1, 13,2016-12-16
11,Cluster Beans / Kothavarai, 1, 18,2016-12-16
12,Samba Chilli / Milagai Samba, 1, 18,2016-12-16
13,Round Chilli / Milagai Urundai, 1, 18,2016-12-16
14,Radish / Mullangi, 1, 6,2016-12-16
15,Drumstick / Murungai Chedi, 1, 77,2016-12-16
16,Drumstick / Murungai Maram, 1, 75,2016-12-16
17,Nelli Kai, 1, 22,2016-12-16
18,Bitter Gourd / Pakar kai, 1, –,2016-12-16
19,Perkangkai, 1, 17,2016-12-16
20,Snake Guard / Pudalai, 1, 3,2016-12-16
21,Red Pumpkin / Red Pusanikkai, 1, 2,2016-12-16
22,Sambar Vellari, 1, 5,2016-12-16
23,Bottle gourd / Suraikai, 1, 3,2016-12-16
24,Tomato / Thakkali, 1, 3,2016-12-16
25,Thatta payaru, 1, 23,2016-12-16
26,Lady’s Finger / Venda Kai, 1, 7,2016-12-16
27,Lemon / Elumbichai, 1, 60,2016-12-16
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016- 6-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016- 6-1
2,2,Avarai ottu, 1, –,2016- 6-1
3,3,Beans, 1, 30,2016- 6-1
4,4,Beetroot, 1, 6,2016- 6-1
5,5,Bellary / Big Onion, 1, 20,2016- 6-1
6,6,Cauliflower, 1 Flower, 15,2016- 6-1
7,7,Small Onion / Chinna Vengayam, 1, 30,2016- 6-1
8,8,Chaw Chaw, 1, 25,2016- 6-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016- 6-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 30,2016- 6-1
11,11,Cluster Beans / Kothavarai, 1, 23,2016- 6-1
12,12,Samba Chilli / Milagai Samba, 1, 28,2016- 6-1
13,13,Round Chilli / Milagai Urundai, 1, 28,2016- 6-1
14,14,Radish / Mullangi, 1, 7,2016- 6-1
15,15,Drumstick / Murungai Chedi, 1, 27,2016- 6-1
16,16,Drumstick / Murungai Maram, 1, 25,2016- 6-1
17,17,Nelli Kai, 1, 25,2016- 6-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016- 6-1
19,19,Perkangkai, 1, 18,2016- 6-1
20,20,Snake Guard / Pudalai, 1, 10,2016- 6-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016- 6-1
22,22,Sambar Vellari, 1, 11,2016- 6-1
23,23,Bottle gourd / Suraikai, 1, 5,2016- 6-1
24,24,Tomato / Thakkali, 1, 30,2016- 6-1
25,25,Thatta payaru, 1, 35,2016- 6-1
26,26,Lady’s Finger / Venda Kai, 1, 10,2016- 6-1
27,27,Lemon / Elumbichai, 1, 100,2016- 6-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-2-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-2-1
2,2,Avarai ottu, 1, –,2016-2-1
3,3,Beans, 1, 50,2016-2-1
4,4,Beetroot, 1, 5,2016-2-1
5,5,Bellary / Big Onion, 1, 25,2016-2-1
6,6,Cauliflower, 1 Flower, 15,2016-2-1
7,7,Small Onion / Chinna Vengayam, 1, 20,2016-2-1
8,8,Chaw Chaw, 1, 20,2016-2-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 8,2016-2-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 10,2016-2-1
11,11,Cluster Beans / Kothavarai, 1, 15,2016-2-1
12,12,Samba Chilli / Milagai Samba, 1, 28,2016-2-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-2-1
14,14,Radish / Mullangi, 1, 7,2016-2-1
15,15,Drumstick / Murungai Chedi, 1, 100,2016-2-1
16,16,Drumstick / Murungai Maram, 1, 100,2016-2-1
17,17,Nelli Kai, 1, 25,2016-2-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-2-1
19,19,Perkangkai, 1, 12,2016-2-1
20,20,Snake Guard / Pudalai, 1, 13,2016-2-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-2-1
22,22,Sambar Vellari, 1, 12,2016-2-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-2-1
24,24,Tomato / Thakkali, 1, 4,2016-2-1
25,25,Thatta payaru, 1, 30,2016-2-1
26,26,Lady’s Finger / Venda Kai, 1, 15,2016-2-1
27,27,Lemon / Elumbichai, 1, 60,2016-2-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-3-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-3-1
2,2,Avarai ottu, 1, –,2016-3-1
3,3,Beans, 1, 50,2016-3-1
4,4,Beetroot, 1, 7,2016-3-1
5,5,Bellary / Big Onion, 1, 17,2016-3-1
6,6,Cauliflower, 1 Flower, 15,2016-3-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-3-1
8,8,Chaw Chaw, 1, 22,2016-3-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 12,2016-3-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 22,2016-3-1
11,11,Cluster Beans / Kothavarai, 1, 17,2016-3-1
12,12,Samba Chilli / Milagai Samba, 1, 25,2016-3-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-3-1
14,14,Radish / Mullangi, 1, 6,2016-3-1
15,15,Drumstick / Murungai Chedi, 1, 80,2016-3-1
16,16,Drumstick / Murungai Maram, 1, 80,2016-3-1
17,17,Nelli Kai, 1, 25,2016-3-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-3-1
19,19,Perkangkai, 1, 17,2016-3-1
20,20,Snake Guard / Pudalai, 1, 12,2016-3-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-3-1
22,22,Sambar Vellari, 1, 12,2016-3-1
23,23,Bottle gourd / Suraikai, 1, 6,2016-3-1
24,24,Tomato / Thakkali, 1, 4,2016-3-1
25,25,Thatta payaru, 1, 32,2016-3-1
26,26,Lady’s Finger / Venda Kai, 1, 15,2016-3-1
27,27,Lemon / Elumbichai, 1, 67,2016-3-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 24,2016-4-1
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016-4-1
2,2,Avarai ottu, 1, –,2016-4-1
3,3,Beans, 1, 35,2016-4-1
4,4,Beetroot, 1, 5,2016-4-1
5,5,Bellary / Big Onion, 1, 20,2016-4-1
6,6,Cauliflower, 1 Flower, 16,2016-4-1
7,7,Small Onion / Chinna Vengayam, 1, 25,2016-4-1
8,8,Chaw Chaw, 1, 22,2016-4-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 17,2016-4-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016-4-1
11,11,Cluster Beans / Kothavarai, 1, 15,2016-4-1
12,12,Samba Chilli / Milagai Samba, 1, 20,2016-4-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-4-1
14,14,Radish / Mullangi, 1, 5,2016-4-1
15,15,Drumstick / Murungai Chedi, 1, 6,2016-4-1
16,16,Drumstick / Murungai Maram, 1, 6,2016-4-1
17,17,Nelli Kai, 1, 22,2016-4-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-4-1
19,19,Perkangkai, 1, 17,2016-4-1
20,20,Snake Guard / Pudalai, 1, 10,2016-4-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-4-1
22,22,Sambar Vellari, 1, 10,2016-4-1
23,23,Bottle gourd / Suraikai, 1, 4,2016-4-1
24,24,Tomato / Thakkali, 1, 8,2016-4-1
25,25,Thatta payaru, 1, 27,2016-4-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-4-1
27,27,Lemon / Elumbichai, 1, 70,2016-4-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 32,2016-5-1
1,1,Beans Kolee / Avarai Kolee, 1, 32,2016-5-1
2,2,Avarai ottu, 1, –,2016-5-1
3,3,Beans, 1, 30,2016-5-1
4,4,Beetroot, 1, 7,2016-5-1
5,5,Bellary / Big Onion, 1, 30,2016-5-1
6,6,Cauliflower, 1 Flower, 16,2016-5-1
7,7,Small Onion / Chinna Vengayam, 1, 30,2016-5-1
8,8,Chaw Chaw, 1, 25,2016-5-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 20,2016-5-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2016-5-1
11,11,Cluster Beans / Kothavarai, 1, 25,2016-5-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-5-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-5-1
14,14,Radish / Mullangi, 1, 6,2016-5-1
15,15,Drumstick / Murungai Chedi, 1, 14,2016-5-1
16,16,Drumstick / Murungai Maram, 1, 14,2016-5-1
17,17,Nelli Kai, 1, 25,2016-5-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-5-1
19,19,Perkangkai, 1, 20,2016-5-1
20,20,Snake Guard / Pudalai, 1, 12,2016-5-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-5-1
22,22,Sambar Vellari, 1, 10,2016-5-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-5-1
24,24,Tomato / Thakkali, 1, 25,2016-5-1
25,25,Thatta payaru, 1, 35,2016-5-1
26,26,Lady’s Finger / Venda Kai, 1, 6,2016-5-1
27,27,Lemon / Elumbichai, 1, 110,2016-5-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-6-1
1,1,Beans Kolee / Avarai Kolee, 1, 35,2016-6-1
2,2,Avarai ottu, 1, –,2016-6-1
3,3,Beans, 1, 40,2016-6-1
4,4,Beetroot, 1, 7,2016-6-1
5,5,Bellary / Big Onion, 1, 20,2016-6-1
6,6,Cauliflower, 1 Flower, 15,2016-6-1
7,7,Small Onion / Chinna Vengayam, 1, 35,2016-6-1
8,8,Chaw Chaw, 1, 25,2016-6-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 20,2016-6-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 25,2016-6-1
11,11,Cluster Beans / Kothavarai, 1, 25,2016-6-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-6-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-6-1
14,14,Radish / Mullangi, 1, 7,2016-6-1
15,15,Drumstick / Murungai Chedi, 1, 80,2016-6-1
16,16,Drumstick / Murungai Maram, 1, 75,2016-6-1
17,17,Nelli Kai, 1, 25,2016-6-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-6-1
19,19,Perkangkai, 1, 25,2016-6-1
20,20,Snake Guard / Pudalai, 1, 10,2016-6-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-6-1
22,22,Sambar Vellari, 1, 12,2016-6-1
23,23,Bottle gourd / Suraikai, 1, 6,2016-6-1
24,24,Tomato / Thakkali, 1, 45,2016-6-1
25,25,Thatta payaru, 1, 40,2016-6-1
26,26,Lady’s Finger / Venda Kai, 1, 18,2016-6-1
27,27,Lemon / Elumbichai, 1, 90,2016-6-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-7-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-7-1
2,2,Avarai ottu, 1, –,2016-7-1
3,3,Beans, 1, 40,2016-7-1
4,4,Beetroot, 1, 10,2016-7-1
5,5,Bellary / Big Onion, 1, 23,2016-7-1
6,6,Cauliflower, 1 Flower, 15,2016-7-1
7,7,Small Onion / Chinna Vengayam, 1, 30,2016-7-1
8,8,Chaw Chaw, 1, 27,2016-7-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-7-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2016-7-1
11,11,Cluster Beans / Kothavarai, 1, 20,2016-7-1
12,12,Samba Chilli / Milagai Samba, 1, 15,2016-7-1
13,13,Round Chilli / Milagai Urundai, 1, 15,2016-7-1
14,14,Radish / Mullangi, 1, 9,2016-7-1
15,15,Drumstick / Murungai Chedi, 1, 28,2016-7-1
16,16,Drumstick / Murungai Maram, 1, 25,2016-7-1
17,17,Nelli Kai, 1, 25,2016-7-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-7-1
19,19,Perkangkai, 1, 20,2016-7-1
20,20,Snake Guard / Pudalai, 1, 10,2016-7-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-7-1
22,22,Sambar Vellari, 1, 8,2016-7-1
23,23,Bottle gourd / Suraikai, 1, 7,2016-7-1
24,24,Tomato / Thakkali, 1, 40,2016-7-1
25,25,Thatta payaru, 1, 40,2016-7-1
26,26,Lady’s Finger / Venda Kai, 1, 17,2016-7-1
27,27,Lemon / Elumbichai, 1, 70,2016-7-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 23,2016-8-1
1,1,Beans Kolee / Avarai Kolee, 1, 23,2016-8-1
2,2,Avarai ottu, 1, –,2016-8-1
3,3,Beans, 1, 30,2016-8-1
4,4,Beetroot, 1, 8,2016-8-1
5,5,Bellary / Big Onion, 1, 20,2016-8-1
6,6,Cauliflower, 1 Flower, 13,2016-8-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-8-1
8,8,Chaw Chaw, 1, 22,2016-8-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 13,2016-8-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 13,2016-8-1
11,11,Cluster Beans / Kothavarai, 1, 10,2016-8-1
12,12,Samba Chilli / Milagai Samba, 1, 24,2016-8-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-8-1
14,14,Radish / Mullangi, 1, 8,2016-8-1
15,15,Drumstick / Murungai Chedi, 1, 8,2016-8-1
16,16,Drumstick / Murungai Maram, 1, 6,2016-8-1
17,17,Nelli Kai, 1, 23,2016-8-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-8-1
19,19,Perkangkai, 1, 20,2016-8-1
20,20,Snake Guard / Pudalai, 1, 9,2016-8-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 8,2016-8-1
22,22,Sambar Vellari, 1, 10,2016-8-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-8-1
24,24,Tomato / Thakkali, 1, 8,2016-8-1
25,25,Thatta payaru, 1, 18,2016-8-1
26,26,Lady’s Finger / Venda Kai, 1, 10,2016-8-1
27,27,Lemon / Elumbichai, 1, 80,2016-8-1
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 25,2016-10-17
1,Beans Kolee / Avarai Kolee, 1, 25,2016-10-17
2,Avarai ottu, 1, –,2016-10-17
3,Beans, 1, 35,2016-10-17
4,Beetroot, 1, 6,2016-10-17
5,Bellary / Big Onion, 1, 15,2016-10-17
6,Cauliflower, 1 Flower, 14,2016-10-17
7,Small Onion / Chinna Vengayam, 1, 20,2016-10-17
8,Chaw Chaw, 1, 22,2016-10-17
9,Disco Brinjal / Kaththari kai Disco, 1, 12,2016-10-17
10,Green Brinjal / Kaththari Kai Pachai, 1, 12,2016-10-17
11,Cluster Beans / Kothavarai, 1, 10,2016-10-17
12,Samba Chilli / Milagai Samba, 1, 17,2016-10-17
13,Round Chilli / Milagai Urundai, 1, 17,2016-10-17
14,Radish / Mullangi, 1, 10,2016-10-17
15,Drumstick / Murungai Chedi, 1, 18,2016-10-17
16,Drumstick / Murungai Maram, 1, 15,2016-10-17
17,Nelli Kai, 1, 25,2016-10-17
18,Bitter Gourd / Pakar kai, 1, –,2016-10-17
19,Perkangkai, 1, 22,2016-10-17
20,Snake Guard / Pudalai, 1, 16,2016-10-17
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-10-17
22,Sambar Vellari, 1, 5,2016-10-17
23,Bottle gourd / Suraikai, 1, 4,2016-10-17
24,Tomato / Thakkali, 1, 2,2016-10-17
25,Thatta payaru, 1, 20,2016-10-17
26,Lady’s Finger / Venda Kai, 1, 15,2016-10-17
27,Lemon / Elumbichai, 1, 140,2016-10-17
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 22,2016-11-17
1,Beans Kolee / Avarai Kolee, 1, 20,2016-11-17
2,Avarai ottu, 1, –,2016-11-17
3,Beans, 1, 30,2016-11-17
4,Beetroot, 1, 6,2016-11-17
5,Bellary / Big Onion, 1, 15,2016-11-17
6,Cauliflower, 1 Flower, 16,2016-11-17
7,Small Onion / Chinna Vengayam, 1, 22,2016-11-17
8,Chaw Chaw, 1, 4,2016-11-17
9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-11-17
10,Green Brinjal / Kaththari Kai Pachai, 1, 12,2016-11-17
11,Cluster Beans / Kothavarai, 1, 15,2016-11-17
12,Samba Chilli / Milagai Samba, 1, 13,2016-11-17
13,Round Chilli / Milagai Urundai, 1, 13,2016-11-17
14,Radish / Mullangi, 1, 7,2016-11-17
15,Drumstick / Murungai Chedi, 1, 22,2016-11-17
16,Drumstick / Murungai Maram, 1, 15,2016-11-17
17,Nelli Kai, 1, 20,2016-11-17
18,Bitter Gourd / Pakar kai, 1, –,2016-11-17
19,Perkangkai, 1, 15,2016-11-17
20,Snake Guard / Pudalai, 1, 4,2016-11-17
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-11-17
22,Sambar Vellari, 1, 7,2016-11-17
23,Bottle gourd / Suraikai, 1, 3,2016-11-17
24,Tomato / Thakkali, 1, 3,2016-11-17
25,Thatta payaru, 1, 17,2016-11-17
26,Lady’s Finger / Venda Kai, 1, 8,2016-11-17
27,Lemon / Elumbichai, 1, 70,2016-11-17
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016- 7-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016- 7-1
2,2,Avarai ottu, 1, –,2016- 7-1
3,3,Beans, 1, 40,2016- 7-1
4,4,Beetroot, 1, 10,2016- 7-1
5,5,Bellary / Big Onion, 1, 23,2016- 7-1
6,6,Cauliflower, 1 Flower, 15,2016- 7-1
7,7,Small Onion / Chinna Vengayam, 1, 30,2016- 7-1
8,8,Chaw Chaw, 1, 27,2016- 7-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016- 7-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2016- 7-1
11,11,Cluster Beans / Kothavarai, 1, 20,2016- 7-1
12,12,Samba Chilli / Milagai Samba, 1, 15,2016- 7-1
13,13,Round Chilli / Milagai Urundai, 1, 15,2016- 7-1
14,14,Radish / Mullangi, 1, 9,2016- 7-1
15,15,Drumstick / Murungai Chedi, 1, 38,2016- 7-1
16,16,Drumstick / Murungai Maram, 1, 30,2016- 7-1
17,17,Nelli Kai, 1, 25,2016- 7-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016- 7-1
19,19,Perkangkai, 1, 20,2016- 7-1
20,20,Snake Guard / Pudalai, 1, 10,2016- 7-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016- 7-1
22,22,Sambar Vellari, 1, 8,2016- 7-1
23,23,Bottle gourd / Suraikai, 1, 7,2016- 7-1
24,24,Tomato / Thakkali, 1, 40,2016- 7-1
25,25,Thatta payaru, 1, 40,2016- 7-1
26,26,Lady’s Finger / Venda Kai, 1, 17,2016- 7-1
27,27,Lemon / Elumbichai, 1, 70,2016- 7-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-2-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-2-1
2,2,Avarai ottu, 1, –,2016-2-1
3,3,Beans, 1, 50,2016-2-1
4,4,Beetroot, 1, 5,2016-2-1
5,5,Bellary / Big Onion, 1, 25,2016-2-1
6,6,Cauliflower, 1 Flower, 15,2016-2-1
7,7,Small Onion / Chinna Vengayam, 1, 20,2016-2-1
8,8,Chaw Chaw, 1, 20,2016-2-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 8,2016-2-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 10,2016-2-1
11,11,Cluster Beans / Kothavarai, 1, 15,2016-2-1
